text,clean_text,sentiment
"@Kamleshdhewa11 @Dream11 I REQUEST U TO GO THROUGH MY TELEGRAM CHANNEL ⬇️⬇️⬇️
.
Won 8 MINiGL so far in ECS tournaments 
.
I know the teams , batting order , bowling order , everything 
,
See my winnings before joining 
,
Today we ultra sweeeep 3 out of 4 and ver good sweep in 1
https://t.co/utpms3tTHH","i request you to go through my telegram channel ⬇️⬇️⬇️ . won 10 minigl so far in ecs tournaments . i know the teams , batting order , bowling order , everything , see my winnings before joining , today we ultra sweep 10 out of 10 and ver good sweep in 10",positive
"@sumitch8661 @Dream11 @Johnnysiva7 @snehakumarreddy @mayyuu007 @Bishnoitigers29 @AkshatJ95015583 @nikhil619_ @shubhamallstars @JoriwalPawan @lukafantasy_ @SandyNagwekar I REQUEST U TO GO THROUGH MY TELEGRAM CHANNEL ⬇️⬇️⬇️
.
Won 8 MINiGL so far in ECS tournaments 
.
I know the teams , batting order , bowling order , everything 
,
See my winnings before joining 
,
Today we ultra sweeeep 3 out of 4 and ver good sweep in 1
https://t.co/utpms3tTHH","i request you to go through my telegram channel ⬇️⬇️⬇️ . won 10 minigl so far in ecs tournaments . i know the teams , batting order , bowling order , everything , see my winnings before joining , today we ultra sweep 10 out of 10 and ver good sweep in 10",positive
"@iarjuntandon Also, if you don't want to consume fat in peanut butter, grind the peanut butter smooth, let it sit out in an airtight jar for 15-20 days. Oil will separate. Pour out the oil and consume only what's left. That's usually protein and carb.

Anything else?","also, if you do not want to consume fat in peanut butter, grind the peanut butter smooth, let it sit out in an airtight jar for 10 10 days. oil will separate. pour out the oil and consume only what is left. that is usually protein and carb. anything else?",neutral
"This Punjabi-Style Besan Boondi Ki Sabzi Can Be Made In Under 10 Mins! Try This Quick And Easy Recipe https://t.co/ZuY36Fszhp Whenever you visit a Punjabi household, you are promised a bang of flavours in the food served with loads of love and warmth. If you live in north Ind...","this punjabi style besan boondi ki sabzi can be made in under 10 mins! try this quick and easy recipe whenever you visit a punjabi household, you are promised a bang of flavours in the food served with loads of love and warmth. if you live in north ind...",neutral
"RT @fazle_alam: @AnshumanSail Bro , Mustard oil Price is Rs. 219 per litre , Sunflower oil price is Rs. 237 per litre. LPG CYLINDER refilling price is Rs. 850. Petrol is Rs. 96 per litre. Which item has become cheaper during Modi's last 7 years rule.I think life of people are cheaper.","rt bro , mustard oil price is rs. 10 per litre , sunflower oil price is rs. 10 per litre. lpg cylinder refilling price is rs. 10 . petrol is rs. 10 per litre. which item has become cheaper during modi last 10 years rule.i think life of people are cheaper.",neutral
"RT @JivaAyurveda: Stress in the pandemic may have resulted in impeding the natural functions of the liver. Join Dr Keshav Chauhan on May 28 at 2 pm for an informative session on Ayurvedic remedies the well-being of your liver.

Register now: https://t.co/t1poh1QinJ

#LiverHealth #AyurvedaAndYou https://t.co/9UNGJrMnJM",rt stress in the pandemic may have resulted in impeding the natural functions of the liver. join dr keshav chauhan on may 10 at 10 pm for an informative session on ayurvedic remedies the well being of your liver. register now liver health ayurveda and you,neutral
"RT @Caitlyn_Jenner: Banning fracking only increases our dependence on foreign oil, jeopardizes good paying jobs and generates less state and local tax revenue to fund our schools, health care and firefighters. Tell Gavin we need less pandering to big tech donors. Join me. https://t.co/ytCnlUqzU0 https://t.co/Qd85YttJik","RT @Caitlyn_Jenner: Banning fracking only increases our dependence on foreign oil, jeopardizes good paying jobs and generates less state and local tax revenue to fund our schools, health care and firefighters. Tell Gavin we need less pandering to big tech donors. Join me. https://t.co/ytCnlUqzU0 https://t.co/Qd85YttJik",neutral
"@hyundai india Today I visited park Hyundai Sangrur for my car delivery after service. The work level is too great and satisfactory. All after that hospitality level is also very good.
All the staff is very helpful and they extend all the support which is required.",india today i visited park hyundai sangrur for my car delivery after service. the work level is too great and satisfactory. all after that hospitality level is also very good. all the staff is very helpful and they extend all the support which is required.,positive
"@HyundaiIndia If hundai can give my car within 6-7 days then I satisfied otherwise..in life I can't buy this brand 
.and I can't trust...on this company.. because when dealers are not give me satisfied Anwer then how can I trust on company trust and my time matters.",if hundai can give my car within 10 10 days then i satisfied otherwise..in life i can not buy this brand .and i can not trust...on this company.. because when dealers are not give me satisfied anwer then how can i trust on company trust and my time matters.,negative
"Dear ma'ma / sir
The condition of the country has deteriorated so much that poor man who runs a family after working every day, he got a smile of running the house, mustard oil which has gone to Rs.180 / - liter. Otherwise, people who believe in Modi ji will lose @nsitharaman","dear ma ma sir the condition of the country has deteriorated so much that poor man who runs a family after working every day, he got a smile of running the house, mustard oil which has gone to rs. 10 liter. otherwise, people who believe in modi ji will lose",negative
"💪💪
Follow nishachar_7 for more
.
.
.
.
.
.
.
.
.
.
.
#nishachar_7 #nishachar #ipl #ipl2020 #ipl20 #dream11ipl #cricket #iplmeme #dhoni #virat #csk #rcb #mi #cricketmeme #rr #dc #sportsmeme #abd #raina #rohit #bhumra #tubeindian #naition.video #sports #adultfamily #tvf #screenpatti #dream11 #indvsaus",💪💪 follow nishachar 10 for more . . . . . . . . . . . 10 nisha char ipl ipl 10 ipl 10 dream 10 ipl cricket iplmeme vir at csk mi cricketmeme sports meme abd rain a roh it tube indian nai tion.video sports adult family tv f screen patti dream 10 in dvs aus,neutral
Disease is cured by medicine not by person. Jiva provides good medicines. It is not only about Dr. Pratap. For example I received treatment under Dr. VD Agarwal who is retired professor from Indian institute of Ayurveda New Delhi. They have got good doctors.,disease is cured by medicine not by person. jiva provides good medicines. it is not only about dr. pratap. for example i received treatment under dr. vd agarwal who is retired professor from indian institute of ayurveda new delhi. they have got good doctors.,positive
"A very good day led by Bharti Airtel, Sbilife and ITC. net for the day is approx 58k plus. Yesterday booked about 8500 so today's net before market was apprx 67k minus. Overall happy 😊. Carrying BANDHAN bank, ongc, sunpharma CEs. NIFTY PEs. Futures no change. https://t.co/mmXMM1IjdX","a very good day led by bharti airtel, sbilife and itc. net for the day is approx 10 k plus. yesterday booked about 10 so today net before market was apprx 10 k minus. overall happy 😊. carrying bandhan bank, ongc, sunpharma ces. nifty pes. futures no change.",positive
"Check out the Health Benefits of Omega-3 Fish oil Capsules....
#omega #capsules #Fishoil #fishoilomega3 #healthbenefits #health #healthcare #stayfit #medicine #naturalcare #organic #organicproducts #diet #stayhealthy #naturelovers #healthtourism #Medsurgeindia https://t.co/kA9rtp3bdr",check out the health benefits of omega 10 fish oil capsules.... omega capsules fish oil fish oil omega 10 health benefits health healthcare stay fit medicine natural care organic organic products diet stay healthy nature love rs healthtourism med surge india,positive
"@Kingsedibleoils 1. KINGS SOYABEAN OIL: Vitamin A, Vitamin D
2. KINGS SUNFLOWER OIL: Vitamin A, Vitamin D, Vitamin E
3. KINGS KACCHI GHANI PURE MUSTARD OIL: Rich In Omega 3& Omega 6
#KingsOil
#WorldNutritionDay #Nutrition #Healthylife #FaydeGinteRehJao #CookingOil join @SoniaKaurBindr1","10 . kings soyabean oil vitamin a, vitamin d 10 . kings sunflower oil vitamin a, vitamin d, vitamin e 10 . kings kacchi ghani pure mustard oil rich in omega 10 omega 10 kings oil world nutrition day nutrition healthy life fayde ginte reh jao cooking oil join",neutral
"2021 Hyundai i20 Based Compact SUV, Bayon Makes Global Debut. Instead of merely adding a few accessories to the existing hatchback, and call it a crossover, Hyundai opted to go for a grounds up exterior design with a taller stance.

@HyundaiIndia 
#HyundaiBayon #HyundaiIndia https://t.co/B7QzLIjjD1","10 hyundai i 10 based compact suv, bayon makes global debut. instead of merely adding a few accessories to the existing hatchback, and call it a crossover, hyundai opted to go for a grounds up exterior design with a taller stance. hyundai bayon hyundai india",positive
"We are glad to welcome @Paromadiva, Chief Communications & Public Policy Officer, Sporta Technologies (Dream 11) as our charter member. Her commendable experience in Journalism & corporate communication will bring to TiE Delhi-NCR a fresh perspective. 

#TiEDelhiNCRCharterMember https://t.co/b8BUPTUDWs","we are glad to welcome , chief communications public policy officer, sporta technologies dream 10 as our charter member. her commendable experience in journalism corporate communication will bring to tie delhi ncr a fresh perspective. ti delhi charter member",positive
"Match day! Karavali Cricket academy vs MCF
 .
.
.
.
.
#cricket #sports #sport #ipl #fitness #fitnessmotivation #inspiration #olympics #mangalore #kudla #surathkal #ullal #vananjur #mulki #udupi #manipal #kundapura #katkala #msd #viratkholi #runner #india #dream11 #dream11ipl #ipl2020 #bangalore #playbold",match day! karavali cricket academy vs mcf . . . . . cricket sports sport ipl fitness fitnessmotivation inspiration olympics mangalore sur ath kal mani pal kun dap ur a kat kal a msd vir atk hol i runner india dream 10 dream 10 ipl ipl 10 bangalore play bold,neutral
"Rohit & Virat 

virat.kohli ✨💕

And follow viratkohliworldzz for more Photos And Videos✨✨
#viratkohli
#virat#vk#kohli#cheeku#runmachine#mahi#msd#raina#cricket#ipl2020#ipl#dream11#raina#yuvrajsingh#rcb#abd#csk#instagram#instagood#bollywood#salmankhan#srk#akshaykumar#anushkasharma#virushka#gayle#captaincool#insta#likeforlikes",rohit virat virat.kohli ✨💕 and follow for more photos and videos✨✨ vir at kohl i vir atkohl icheek urun machinemah imsdrain acricketipl 10 ipldream 10 rain aabdcskin stag raminsta good bollywood salman khanakshay kumar gayle captain coolin stalike for likes,neutral
"@BTSARMYKitchen in Calcutta during pre-colonial times especially in the season of mangoes grandmothers and mothers used to make fragrant green mango oil-
Sliced Green Mango bathed in a jar of Musturd oil, Cumin, Brown Mustard, Fenugreek, Nigella, Fennel and dried red chillies +","@BTSARMYKitchen in Calcutta during pre-colonial times especially in the season of mangoes grandmothers and mothers used to make fragrant green mango oil-
Sliced Green Mango bathed in a jar of Musturd oil, Cumin, Brown Mustard, Fenugreek, Nigella, Fennel and dried red chillies +",neutral
"Edible mustard oil scam every month the dealers increase Rs 200/15 ltr of edible oil in Kashmir, 2 months ago rate of pir,was 2100 now it's 2600.Same is the case with Zamindara,jumbo,pmark and low grade kamal @2400 is there any squad that will check this loot khasoot @AsadamAijaz","edible mustard oil scam every month the dealers increase rs 10 10 ltr of edible oil in kashmir, 10 months ago rate of pir,was 10 now it is 10 .same is the case with zamindara,jumbo,pmark and low grade kamal is there any squad that will check this loot khasoot",negative
"@the_betterhome natural ingredients 
1. castrol oil
2. lemon grass
3. soyabean oil
harmful chemicals
1. parabens 
2. sulphates
3. dye
new product :- anti dandruff shampoo
#thebetterhome #newproduct #productlaunch #contestalert #guess #plantbasedcleaners #homecleaners @the_betterhome",natural ingredients 10 . castrol oil 10 . lemon grass 10 . soyabean oil harmful chemicals 10 . parabens 10 . sulphates 10 . dye new product anti dandruff shampoo the better home new product product launch contest alert guess plant based cleaners home cleaners,neutral
"RT @IdhayamMantra: #womensday2021 bumper offer only on 6th, 7th & 8th March!
Buy 5 litre of Idhayam sesame oil and get 1 litre of Idhayam Sesame oil FREE 🙌
Buy 5 litre of Idhayam Mantra groundnut oil and get 1 litre of Idhayam Mantra groundnut oil FREE 🙌

shop now at - https://t.co/Tls1I1VSBE https://t.co/6ydHCu1XLx","rt womens day 10 bumper offer only on 10 th, 10 th 10 th march! buy 10 litre of idhayam sesame oil and get 10 litre of idhayam sesame oil free 🙌 buy 10 litre of idhayam mantra groundnut oil and get 10 litre of idhayam mantra groundnut oil free 🙌 shop now at",neutral
@Dream11 🙄. Kya chal raha hai bhai. U got Hacked or u also started to fill the unfilled spots with own teams like @MyTeam_11 ? If u can't bear the loss of unfilled spots then remove that guaranteed leauges but this isn't the right way. #fantasycricket #Dream11 #Cricket .,🙄. kya chal raha hai bhai. you got hacked or you also started to fill the unfilled spots with own teams like ? if you can not bear the loss of unfilled spots then remove that guaranteed leauges but this is not the right way. fantasy cricket dream 10 cricket .,negative
@HyundaiIndia I am jitender singla having a hyundai vanue car with registration no HR 24 AC 6441. I purchased this car before 5 month . Now this car causing some stearing issue . Due to loss of car tyre.When i raised the issue with service manager at service center at sirsa https://t.co/6iovkZYzWE,i am jitender singla having a hyundai vanue car with registration no hr 10 ac 10 . i purchased this car before 10 month . now this car causing some stearing issue . due to loss of car tyre.when i raised the issue with service manager at service center at sirsa,negative
"Brilliant advice, we need more positive advice and inspiration just like this particularly in The West where menopause is viewed incredibly negatively almost like your youth and positives aspects of your life are over and it’s all doom and gloom. Thank you!!!!","brilliant advice, we need more positive advice and inspiration just like this particularly in the west where menopause is viewed incredibly negatively almost like your youth and positives aspects of your life are over and it is all doom and gloom. thank you!!!!",positive
"Who rejoices me with a similar one or less? In it the heart of my son forced me to break it, God willing, to stop, and the need to let the one go. He wishes me with others. Praise be to God. In every case, O Lord, Faraj my concern and mocked your good servants.","who rejoices me with a similar one or less? in it the heart of my son forced me to break it, god willing, to stop, and the need to let the one go. he wishes me with others. praise be to god. in every case, o lord, faraj my concern and mocked your good servants.",negative
"SAPTHAM TAILA brings you body massage oil, curated for you in consultation with Ayurveda practitioners, a perfect blend of Almond oil, Walnut oil, Mustard oil, Sesame oil, and Coconut oil. Order Saptham Taila Body Massage Oil today for wellness and good health. https://t.co/S9cvZGAZUC","saptham taila brings you body massage oil, curated for you in consultation with ayurveda practitioners, a perfect blend of almond oil, walnut oil, mustard oil, sesame oil, and coconut oil. order saptham taila body massage oil today for wellness and good health.",positive
"RT @mechnotechs: 2021 Hyundai i20 Based Compact SUV, Bayon Makes Global Debut. Instead of merely adding a few accessories to the existing hatchback, and call it a crossover, Hyundai opted to go for a grounds up exterior design with a taller stance.

@HyundaiIndia 
#HyundaiBayon #HyundaiIndia https://t.co/B7QzLIjjD1","rt 10 hyundai i 10 based compact suv, bayon makes global debut. instead of merely adding a few accessories to the existing hatchback, and call it a crossover, hyundai opted to go for a grounds up exterior design with a taller stance. hyundai bayon hyundai india",neutral
"@bandhanbank_in We have given an account to open in bangur br name -shreya jagnani. 26/3 you have got the check cleared and today is 12/4, yet to get any details.

Request you to make demand draft with intrest in the name of shreya jagnani, no more interested to bank with you.","we have given an account to open in bangur br name shreya jagnani. 10 10 you have got the check cleared and today is 10 10 , yet to get any details. request you to make demand draft with intrest in the name of shreya jagnani, no more interested to bank with you.",neutral
"@HomeCredit_In
Why I am getting calls when I paid my EMI always on time.
Stupid called me trice in a day ans telling me need to talk regarding business.
How stupid you are?
Now your caller agent started business tips as well?
Should I Complaint regarding this?
Find the details https://t.co/H9Qh0RIhRF",why i am getting calls when i paid my emi always on time. stupid called me trice in a day ans telling me need to talk regarding business. how stupid you are? now your caller agent started business tips as well? should i complaint regarding this? find the details,negative
@vante_fm @minimonistudios @blezzeddamozel @ddaeng_girl3095 Ghee is healthy. So is butter n cheese. Fat is actually good for you plus they have nutrients. Refined oil has plenty of free radicals that lead to inflammation which is why it's bad. Plus the fat-hate train was started to sell u more sugar. It's just a myth,ghee is healthy. so is butter n cheese. fat is actually good for you plus they have nutrients. refined oil has plenty of free radicals that lead to inflammation which is why it is bad. plus the fat hate train was started to sell you more sugar. it is just a myth,neutral
"World highest interest rate of home credit India personal loan 140000.00 Rs. Only for interest 114376.00 plus 3304.00 processing fees plus 546.00 GST plus 280.00 safe pay lite per month 
36 months 
Home credit India वालो ने बहुत लुट मचा रखी है । यह कम्पनी बहुत लुटती है।",world highest interest rate of home credit india personal loan 10 . 10 rs. only for interest 10 . 10 plus 10 . 10 processing fees plus 10 . 10 gst plus 10 . 10 safe pay lite per month 10 months home credit india वालो ने बहुत लुट मचा रखी है यह कम्पनी बहुत लुटती है,neutral
"After service customer Mr.Hemant Patidar given feedback of hyundai vehicle.
customer delight is our prime responsibility as we are creating all your needs under one roof with lowest cost of maintenance of your beloved hyundai car
@Hyundai India 
#HyundaiLCM 

Thanks you sir.",after service customer mr.hemant patidar given feedback of hyundai vehicle. customer delight is our prime responsibility as we are creating all your needs under one roof with lowest cost of maintenance of your beloved hyundai car india hyundai lcm thanks you sir.,positive
"@I_AayushMishra @ms89_meet 3. They are still bullish with the bank through their AMC business by holding in key schemes.
4. AU SFB bets only on secured portfolio, not like Micro Finance to Bank turned NBFCs like Bandhan Bank, Equitas, Ujjivan etc., therefore premium valuation for AU SFB","10 . they are still bullish with the bank through their amc business by holding in key schemes. 10 . au sfb bets only on secured portfolio, not like micro finance to bank turned nbfcs like bandhan bank, equitas, ujjivan etc., therefore premium valuation for au sfb",neutral
Hyundai India focus Hyundai jalgaon Today I have visited service center it was a very good experience for the service of my i10 nios car done on time and the service advisor gave a good response. The hospitality in the service center is really good ...best sarvice,hyundai india focus hyundai jalgaon today i have visited service center it was a very good experience for the service of my i 10 nios car done on time and the service advisor gave a good response. the hospitality in the service center is really good ...best sarvice,positive
"@nsitharaman please curb cheap liquor, toddy mixed with hazardous chemicals killing innocent citizens, please check bars, restaurants kitchens? Using low quality oil, meat ,if not controlled God will curse? No vaccine for ill health, untidy, diseases, children's are malnourish","please curb cheap liquor, toddy mixed with hazardous chemicals killing innocent citizens, please check bars, restaurants kitchens? using low quality oil, meat ,if not controlled god will curse? no vaccine for i will health, untidy, diseases, children are malnourish",negative
"@HyundaiIndia Very very poor customer dealing by Goyal Hyundai Grand Trunk Rd, Industrial Area C, Ludhiana, Punjab. I have booked i20 Asta O on 7th Feb 2021, after so many calls and useless communication TODAY the team ask me to cancel the order. Very unprofessional behaviour.","very very poor customer dealing by goyal hyundai grand trunk rd, industrial area c, ludhiana, punjab. i have booked i 10 asta o on 10 th feb 10 , after so many calls and useless communication today the team ask me to cancel the order. very unprofessional behaviour.",negative
@HyundaiIndia I have booked Hyundai Verna SX petrol black from Dream Hyundai NOIDA in the month Of Jan and they have promised me that I will get the car within 30 days till now their is no update regarding the same. Now I am regretting my decision to move from Maruti To Hyundai.,i have booked hyundai verna sx petrol black from dream hyundai noida in the month of jan and they have promised me that i will get the car within 10 days till now their is no update regarding the same. now i am regretting my decision to move from maruti to hyundai.,negative
"RT @PypAyurved: Patanjali Soyabean Oil is a pure natural oil which is free from chemicals and have various health benefits.
✅Zero cholesterol
✅Good source of omega-3
✅No Trans-fat
✅It is healthy and digestive.
✅It promotes healthy skin and eyes.
#PatanjaliProducts #SoyabeanOil https://t.co/YTxX4ozQYD",rt patanjali soyabean oil is a pure natural oil which is free from chemicals and have various health benefits. ✅zero cholesterol ✅good source of omega 10 ✅no trans fat ✅it is healthy and digestive. ✅it promotes healthy skin and eyes. patanjali products soyabean oil,positive
"@Dream11 * If u not change Football grand league prize distribution i will stop playing dream11.
* we want old grandleagues
* Don't just increase the first prize, make it a good price up to 100 ranks.
* Bringback old grandleagues we want it, not intrested in new Grandleagues.4","if you not change football grand league prize distribution i will stop playing dream 10 . we want old grandleagues do not just increase the first prize, make it a good price up to 10 ranks. bringback old grandleagues we want it, not intrested in new grandleagues. 10",negative
"@KTRTRS please curb cheap liquor, toddy mixed with hazardous chemicals killing innocent citizens, please check bars, restaurants kitchens? Using low quality oil, meat ,if not controlled God will curse? No vaccine for ill health, untidy, diseases, children's are malnourished","please curb cheap liquor, toddy mixed with hazardous chemicals killing innocent citizens, please check bars, restaurants kitchens? using low quality oil, meat ,if not controlled god will curse? no vaccine for i will health, untidy, diseases, children are malnourished",negative
"@Kingsedibleoils 1) King's Kacchi Ghani Pure Mustard Oil - Rich in Omega 3, Rich in Omega 6
2) King's Soyabean Oil - Vitamin A, Vitamin D
3) King's Sunflower Oil - Vitamin A, Vitamin D, Vitamin E

#WorldNutritionDay #NutritionDay #tasteofhome #protein #KingsOil #FaydeGinteRehJao #CookingOil","10 king kacchi ghani pure mustard oil rich in omega 10 , rich in omega 10 10 king soyabean oil vitamin a, vitamin d 10 king sunflower oil vitamin a, vitamin d, vitamin e world nutrition day nutrition day taste of home protein kings oil fayde ginte reh jao cooking oil",neutral
"One teaspoonful of Oleev Extra Virgin Olive Oil is a natural powerhouse of antioxidants and nutrients that helps in weight management and detoxification. So let your body enjoy the daily boost of health.

#Oleev #ExtraVirgin #oliveoil #Mediterranean #diet #antioxidant #nutrients https://t.co/HU8CDNgLm6",one teaspoonful of oleev extra virgin olive oil is a natural powerhouse of antioxidants and nutrients that helps in weight management and detoxification. so let your body enjoy the daily boost of health. extra virgin olive oil mediterranean diet antioxidant nutrients,positive
"@Kingsedibleoils @Amitsha05006851 1: King's Kacchi Ghani Pure Mustard Oil - Rich in Omega 3, Rich in Omega 6.

2: King's Soyabean Oil - Vitamin A, Vitamin D.

3: King's Sunflower Oil - Vitamin A, Vitamin D, Vitamin E.

#WorldNutritionD #NutritionDay #Nutriti #Healthylife #benefits #tasteofhome #protein #KingsOil","10 king kacchi ghani pure mustard oil rich in omega 10 , rich in omega 10 . 10 king soyabean oil vitamin a, vitamin d. 10 king sunflower oil vitamin a, vitamin d, vitamin e. world nutrition nutrition day nutr it i healthy life benefits taste of home protein kings oil",positive
"Congratulations Virat Kohli
 on your Turbo-packed performance! We know you were #BornMagnetic, just like the all-new i20.
.
.
#Hyundai #CricketGoesTurbo #Allnewi20 #i20Turbo #iami20 #BCCI Indian Cricket Team

Call us📞 9023033033(Ludhiana) / 8591112200(Jalandhar) / 7307600200(Kapurthala) / 8727020000 (Ferozpur Road).","congratulations virat kohli on your turbo packed performance! we know you were born magnetic, just like the all new i 10 . . . hyundai cricket goes turbo all new i 10 i 10 turbo iami 10 bcc i indian cricket team call us📞 ludhiana jalandhar kapurthala ferozpur road .",positive
"India has made its choice! The all-new i20 wins the prestigious Indian Car of the Year (ICOTY) 2021’ Award. Redefining standards in the segment, this #BornMagnetic premium hatchback raises the bar for others to follow.
.
.
#Hyundai #HyundaiCars #ICOTY2021 #HyundaiIndia Hyundai India","india has made its choice! the all new i 10 wins the prestigious indian car of the year icoty 10 award. redefining standards in the segment, this born magnetic premium hatchback raises the bar for others to follow. . . hyundai hyundaicars 10 hyundaiindia hyundai india",positive
"@OpIndia_com Hey Congratulations everyone 

Petrol Rate Rs. 100
Diesel Rate close to Rs. 90
Mustard oil Rs. 160 
Inflation index above 10%
Unemployment all time high since independence 
Economy in gutter.
Don't question about border security as China is inside.

और कितने अच्छे दिन चाहिए?",hey congratulations everyone petrol rate rs. 10 diesel rate close to rs. 10 mustard oil rs. 10 inflation index above 10 unemployment all time high since independence economy in gutter. do not question about border security as china is inside. और कितने अच्छे दिन चाहिए?,negative
"Riso Rice Bran Oil is filled with #trustedgoodness & we promise you, we have nothing to hide. Considering how oil is an important part of the Indian diet, the formula we use is works for every body type. Use Riso Rice Bran Oil & find out for yourself.

#WorldHealthDay2021 https://t.co/JdLOWqycsD","riso rice bran oil is filled with trusted good ness we promise you, we have nothing to hide. considering how oil is an important part of the indian diet, the formula we use is works for every body type. use riso rice bran oil find out for yourself. world health day 10",positive
Today I received a call regarding a lucky draw as I bought Hyundai car 5 years back and the caller knew all details abt the car and address how come this information have been leaked? @HyundaiIndia in need ur urgent response on that how come u could sell customer data to anyone? https://t.co/SU7tqIBhW3,today i received a call regarding a lucky draw as i bought hyundai car 10 years back and the caller knew all details abt the car and address how come this information have been leaked? in need ur urgent response on that how come you could sell customer data to anyone?,negative
"OUR PRIME USER WON ₹1 LAKH in Eng-W vs NZ-W

CONGRATULATIONS TO WINNER!

We feel so proud❤️

Congratulations to our team and experts for creating such teams. 

fantasycounsel 

#cricket #gamezy #nzwvsengw #kohli #dhoni #rohitsharma #sehwag #tendulkar #india #bcci #fantasycounsel #money #dream11 #dreamteam",our prime user won 10 lakh in eng w vs nz w congratulations to winner! we feel so proud❤️ congratulations to our team and experts for creating such teams. fantasycounsel cricket gamez y kohl i roh it sharma se hwa g india bcc i fantasy counsel money dream 10 dreamteam,positive
"it will also come with massive misinformation campaign to defame Indian vaccines.Fake news on death and adverse side effects of Indian vaccines will be plenty.

Remember how Coconut oil, groundnuts oil, mustard oil was defamed by an onslaught of fake news and fake study","it will also come with massive misinformation campaign to defame indian vaccines.fake news on death and adverse side effects of indian vaccines will be plenty. remember how coconut oil, groundnuts oil, mustard oil was defamed by an onslaught of fake news and fake study",negative
"@Dream11 Dear team , I have been playing dream 11 since 2017 and I have played lot of here matches. In starting I used to get free entries on dream 11but from past 2 years I haven't got any single coupon for free entries or coupons. My dream 11 username is ROOPABA11.
Thanks.","dear team , i have been playing dream 10 since 10 and i have played lot of here matches. in starting i used to get free entries on dream 10 but from past 10 years i have not got any single coupon for free entries or coupons. my dream 10 username is roopaba 10 . thanks.",neutral
"RT @Ravi40641529: Chekku oil, kachi ghani oil actually mean 'Cold Pressed' oil. We have been doing this for ages. So, the myth propagated by Western Media that olive oil is more healthy bcoz it is cold pressed is false. Unfortunately many in our country are not even aware of this fact.","rt chekku oil, kachi ghani oil actually mean cold pressed oil. we have been doing this for ages. so, the myth propagated by western media that olive oil is more healthy bcoz it is cold pressed is false. unfortunately many in our country are not even aware of this fact.",negative
#GlobalHSE2021 #GlobalHSE #HSE #environment #safety #security #health #sustainability #technology #staysafe #stayhealthy #registernow #healthandsafety #oilandgasindustry #iconex #oilandgasindustry #oilandgas #riskmanagement #petroleum #energy #innovation #oil #gas #development https://t.co/ywEJWlbCYn,global hse 10 global hse hse environment safety security health sustainability technology stay safe stay healthy register now health and safety oil and gas industry ico nex oil and gas industry oil and gas risk management petroleum energy innovation oil gas development,neutral
"RT @ElieJarrougeMD: If flour, sugar & soybean oil + 20 other ingredients, glazed with sugar, corn starch and more oil + other chemicals sounds irresistible to you, go ahead, have that donut.

People who think that the issue was about 1 🍩 & that we’re overreacting, they’re willfully ignorant!","rt if flour, sugar soybean oil 10 other ingredients, glazed with sugar, corn starch and more oil other chemicals sounds irresistible to you, go ahead, have that donut. people who think that the issue was about 10 🍩 that we are overreacting, they are willfully ignorant!",neutral
"This is my stock portfolio of cricket players in the coming 1-2 months. Bought Virat at a DIP and God, he gave me a instant profit. 

Next evolution of fantasy cricket. Want to be involved, DM me and I will share the referral link, we both get a free stock each 

#Dream11 #Sixer https://t.co/rgH29mvb5n","this is my stock portfolio of cricket players in the coming 10 10 months. bought virat at a dip and god, he gave me a instant profit. next evolution of fantasy cricket. want to be involved, dm me and i will share the referral link, we both get a free stock each dream 10",positive
"RT @aayurarogyam: Simple Test for Unrefined Cooking Oils :

- Smoke will be less even on high flame
- Boiled and cooled Oil will not loose the fragrance of seeds [Mustard ,Sesame ,Coconut,Groundnut]
- Fry a pappad and store in air tight contianer , check after 10 days good oil will be consumable https://t.co/y4xsANHByJ","rt simple test for unrefined cooking oils smoke will be less even on high flame boiled and cooled oil will not loose the fragrance of seeds mustard ,sesame ,coconut,groundnut fry a pappad and store in air tight contianer , check after 10 days good oil will be consumable",neutral
Hyundai India P L Hyundai malviya nagar jaipur Today I have visited service center it was a very good experience for the service of my i20 car done on time and the service advisor gave a good response. The hospitality in the service center is really good ...best sarvice,hyundai india p l hyundai malviya nagar jaipur today i have visited service center it was a very good experience for the service of my i 10 car done on time and the service advisor gave a good response. the hospitality in the service center is really good ...best sarvice,positive
"RT @kothariabhishek: #4QWithCNBCTV18
@bandhanbank_in 
Deposits at Rs77972cr, up 36.6%YOY & 9.5%QOQ
Advances at Rs87054cr, up 21.2%YOY & 8.5%QOQ
CASA at Rs33827cr, up 60.9%YOY & 10.8%QOQ
CASA ratio at 43.4% vs 36.8%YOY & vs 42.9%QOQ
Retail deposits have declined to 79% vs 78%YOY & vs 81%QOQ","rt 10 qwithcnbctv 10 deposits at rs 10 cr, up 10 . 10 yoy 10 . 10 qoq advances at rs 10 cr, up 10 . 10 yoy 10 . 10 qoq casa at rs 10 cr, up 10 . 10 yoy 10 . 10 qoq casa ratio at 10 . 10 vs 10 . 10 yoy vs 10 . 10 qoq retail deposits have declined to 10 vs 10 yoy vs 10 qoq",neutral
"@RitaSha01 @ishkarnBHANDARI Such a narrow view on things. Did you lament so much for oil producers when health regulated we use less oil, or eat less fat. Food habits evolve due to health and compassion. Nobody forces anyone to become veg...its their own knowledge and soul searching which does ths.","such a narrow view on things. did you lament so much for oil producers when health regulated we use less oil, or eat less fat. food habits evolve due to health and compassion. nobody forces anyone to become veg...its their own knowledge and soul searching which does ths.",neutral
